19.7307 	INFO 	Loaded monitor calibration from ['2024_11_07 19:31']
19.7363 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
20.8001 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CCE139DA20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001CCE139D9C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001CCE142A1D0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.8001 	EXP 	window1: backgroundImage = ''
20.8001 	EXP 	window1: backgroundFit = 'none'
20.8676 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.8677 	EXP 	window1: recordFrameIntervals = False
21.0060 	EXP 	window1: recordFrameIntervals = True
21.1897 	EXP 	Screen (0) actual frame rate measured at 60.12Hz
21.1898 	EXP 	window1: recordFrameIntervals = False
23.5890 	INFO 	keyboard.Keyboard is using iohub backend.
23.5890 	INFO 	keyboard.Keyboard is using iohub backend.
23.5890 	EXP 	stroop: status = STARTED
23.6621 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.6656 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
23.6661 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.6687 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='thank you!', units='height', win=Window(...), wrapWidth=1)
0.0042 	EXP 	text_2: autoDraw = True
1.9964 	EXP 	Imported conditions.xlsx as conditions, 4 conditions, 4 params
1.9970 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'BLUE', 'color': 'blue', 'stim_condi': 'C', 'correct_res': 'b', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
2.0039 	EXP 	text_2: autoDraw = False
2.0039 	EXP 	text_2: autoDraw = False
2.0039 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
2.0039 	EXP 	text: height = 0.05
2.0039 	EXP 	text: height = 0.05
2.0039 	EXP 	text: height = 0.05
2.0039 	EXP 	text: text = 'BLUE'
2.0039 	EXP 	fixation: autoDraw = True
2.5038 	INFO 	Keyboard events cleared
2.5031 	EXP 	fixation: autoDraw = False
2.5031 	EXP 	text: autoDraw = True
3.0883 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'BLUE', 'color': 'red', 'stim_condi': 'I', 'correct_res': 'r', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
3.0901 	DATA 	Keypress: b
3.1047 	EXP 	fixation: autoDraw = False
3.1047 	EXP 	text: autoDraw = False
3.1047 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
3.1047 	EXP 	text: text = 'BLUE'
3.1047 	EXP 	fixation: autoDraw = True
3.5880 	INFO 	Keyboard events cleared
3.5873 	EXP 	text: autoDraw = True
3.6031 	EXP 	fixation: autoDraw = False
4.3236 	DATA 	Keypress: r
4.3380 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'RED', 'color': 'blue', 'stim_condi': 'I', 'correct_res': 'b', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
4.3540 	EXP 	fixation: autoDraw = False
4.3540 	EXP 	text: autoDraw = False
4.3540 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
4.3540 	EXP 	text: height = 0.05
4.3540 	EXP 	text: height = 0.05
4.3540 	EXP 	text: height = 0.05
4.3540 	EXP 	text: text = 'RED'
4.3540 	EXP 	fixation: autoDraw = True
4.8381 	INFO 	Keyboard events cleared
4.8373 	EXP 	text: autoDraw = True
4.8529 	EXP 	fixation: autoDraw = False
5.3874 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'RED', 'color': 'red', 'stim_condi': 'C', 'correct_res': 'r', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
5.3887 	DATA 	Keypress: b
5.4038 	EXP 	fixation: autoDraw = False
5.4038 	EXP 	text: autoDraw = False
5.4038 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
5.4038 	EXP 	text: text = 'RED'
5.4038 	EXP 	fixation: autoDraw = True
5.8878 	INFO 	Keyboard events cleared
5.8871 	EXP 	text: autoDraw = True
5.9027 	EXP 	fixation: autoDraw = False
6.3733 	DATA 	Keypress: r
6.3874 	EXP 	New trial (rep=1, index=0): <Trial 4 (0 in rep 1) data={'word': 'RED', 'color': 'red', 'stim_condi': 'C', 'correct_res': 'r', 'thisN': 4, 'thisTrialN': 0, 'thisRepN': 1}>
6.4040 	EXP 	fixation: autoDraw = False
6.4040 	EXP 	text: autoDraw = False
6.4040 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
6.4040 	EXP 	text: text = 'RED'
6.4040 	EXP 	fixation: autoDraw = True
6.8876 	INFO 	Keyboard events cleared
6.8869 	EXP 	text: autoDraw = True
6.9026 	EXP 	fixation: autoDraw = False
7.3877 	EXP 	New trial (rep=1, index=1): <Trial 5 (1 in rep 1) data={'word': 'RED', 'color': 'blue', 'stim_condi': 'I', 'correct_res': 'b', 'thisN': 5, 'thisTrialN': 1, 'thisRepN': 1}>
