14.1097 	INFO 	Loaded monitor calibration from ['2024_11_07 19:31']
14.1212 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
15.8643 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8DCD7DA20>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E8DCD7D9C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E8DCE0A110>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.8644 	EXP 	window1: backgroundImage = ''
15.8644 	EXP 	window1: backgroundFit = 'none'
15.9679 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.9680 	EXP 	window1: recordFrameIntervals = False
16.1161 	EXP 	window1: recordFrameIntervals = True
16.2997 	EXP 	Screen (0) actual frame rate measured at 60.02Hz
16.2998 	EXP 	window1: recordFrameIntervals = False
19.0824 	INFO 	keyboard.Keyboard is using iohub backend.
19.0825 	INFO 	keyboard.Keyboard is using iohub backend.
19.0825 	EXP 	stroop: status = STARTED
19.3328 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
